bin_iin,manufacturer_name,legal_address,actual_address,phone,email,website,date_included_in_the_registry,date_of_change,number_of_employees,oced_code,kato,production_capacity
170240001612,"ТОО ""Hydraulic systems Kazakhstan (Гидравлические системы Казахстана)"",","ул.Карбышева, 95, г.Костанай. Республика Казахстан",,,,,,,,,,
070240012726,"ТОО ""АтырауДорЗнак""","Республика Казахстан, Атырауская область, город Атырау, улица М. Ауэзова дом 13",,,,,,,,,,
130640018951,"ТОО ""Элмид-Техно KZ""","КАЗАХСТАН, КОСТАНАЙСКАЯ, КОСТАНАЙ, Костанай, Сералина,д.34",,,,,,,,,,
131240010409,"ТОО ""Армтэк-Атырау""","Юрид.адрес: г.Атырау, улица Жасталап, дом 3 Адрес производства: г.Атырау, с.о. Алмалы, с.Береке, ул. Қобыланды Батыр, ст-е 93/2",,,,,,,,,,
160340013747,ТОО «Talgiz FOOD» (Талгиз Фуд),"РК. город Алматы, Ауэзовский район, мкр. Мамыр-7, здания 8/5. 3-этаж, офис №2",,,,,,,,,,
960340001136,"ТОО ""Совместное предприятие ""ИНКАЙ""","Республика Казахстан, Туркестанская область, Сузакский район, село (аул) Сарыжаз, КВАРТАЛ 021, дом 194",,,,,,,,,,
131140018311,"ТОО ""NP-Consulting""","Республика Казахстан, 120003, 
г. Кызылорда, ул. Хорасан Ата, 39",,,,,,,,,,
190740005885,"ТОО ""KAZPROMTEX SERVICE""","Казахстан, ВКО, г. Риддер, мкр. Третий, дом 13",,,,,,,,,,
160740023937,ТОО «Угольный ресурс»,"Казахстан, Акмолинская область, Буландынский район, город Макинск, улица Шокана Уалиханова, сооружение 37П, e-mail: coal_resource@mail.ru",,,,,,,,,,
630624401830,ИП «Алтын Темір 2012»,"г.Алматы, мкр.1, д.75, кв.53; Адрес производства: г. Алматы, ул. Бекмаханова, 96/4",,,,,,,,,,
220440048152,"Товарищество с ограниченной ответственностью ""ImEx-Astana""","Казахстан, город Астана, район Байконыр, улица Альмухана Сембинова, дом 10/1, кв. 23, почтовый индекс 010000",,,,,,,,,,
051140001409,"АО ""КазАзот""","Республика Казахстан, Мангистауская обл., г. Актау, 130000, промышленная зона 6, здание №150.",,,,,,,,,,
050740003573,"ТОО ""Казмясопродукт""","150000,Казахстан,СКО, г. Петропавловск,ул.М. Ауэзова д.280",,,,,,,,,,
020540000605,"ТОО ""Горно-Рудная компания ""Коксу""","Республика Казахстан, город Текели, поселок Рудничный, улица Ескельди би, 1.",,,,,,,,,,
160340017819,"ТОО ""РОКОС Ко""","РК, г. Актобе, Разъезд 41, дом 16А",,,,,,,,,,
950740001056,ТОО «S.ALEM construction»,"Юрид.адрес: г.Атырау, ул. Атамбаева 33. Адрес производства: г.Атырау, район телестанции (п.Бирлик)",,,,,,,,,,
220740046018,"ТОО ""Karatau Chemicals (Каратау Кемикалс)""","РК, Жамбылская область, г. Тараз, проспект Абая строение 103А, офис №5, почтовый индекс 080012",,,,,,,,,,
080240018727,ТОО «LED Solutions»,"010000, РК, г. Астана, район Алматы, ул. Бұйрат, здание 12",,,,,,,,,,
550319301620,"КХ ""Пасека""","РК, ВКО, г.Усть-Каменогорск,п.Меновное,  ул. Адольфа Янушкевича 111-1",,,,,,,,,,
111040002833,"ТОО ""ALU""","Казахстан, г.Алматы, Алатауский р-н, микрорайон Алгабас, улица 7, земельный участок №130/6",,,,,,,,,,
971240003123,"ТОО ""Лисаковский завод железобетонных изделий""","Республика Казахстан, Костанайская область, город Лисаковск, Промышленная зона 3, строение 27",,,,,,,,,,
060740002001,ТОО «TeploStandart»,"Республика Казахстан, область Жетісу, город Талдыкорган, улица Медеу, строение 12",,,,,,,,,,
100540013149,ТОО TestCom Caspian,"Республика Казахстан, Мангистауская область, г. Актау 130000, микрорайон 29А, здание 32/1",,,,,,,,,,
030440005208,"ТОО ""Адамант-строй""","Республика Казахстан, Мангистауская область, город Актау, промышленная зона 6, здание 76/1",,,,,,,,,,
161040007675,"Товарищество с ограниченной ответственностью ""Реал Чойс""","Республика Казахстан, город Алматы, Медеуский район, Проспект Жибек Жолы, дом 50, почтовый индекс 050044",,,,,,,,,,
210940034733,Товарищество с ограниченной ответственностью «Medical Style»,"Казахстан, город Алматы, Алмалинский район, улица Толе би, дом 136, почтовый индекс 050000",,,,,,,,,,
240340031950,Товарищество с ограниченной ответственностью  «Daulet Holding»,"РК,     Туркестанская область, город Туркестан,  Проспект Есім Хан, дом 17/4, кв. 40, почтовый индекс 161200",,,,,,,,,,
140840007925,ТОО «Минеральная вода Арыс»,"Туркестанская область, г Арыс",,,,,,,,,,
110640006558,"ТОО ""КазОптЮг""","Республика Казахстан, город Шымкент, мкрн Самал-2, улица Болашак, уч. 583",,,,,,,,,,
991240004620,"ТОО ""Стеко ЛТД""","г.Алматы, ул.Тимирязева, дом 30, оф. в/ч 31442, Республика Казахстан",,,,,,,,,,
551221300038,ИП «Ботабеков Токан Кокенович»,"Республика Казахстан, Алматинская область, Илийский р-н, пос. Мухамеджан Туймебаев, Кирпично-заводская 1",,,,,,,,,,
690703402442,ИП «Махмудова Б.К.»,"РК, Атырауская обл. Курмангазинский район, село Курмангазы, ул. Атырау, дом 22.",,,,,,,,,,
110640007167,"ТОО ""Каз Мед Пром""","Республика Казахстан, 160050, г. Шымкент, Енбекшинский р-н, ул. Капал Батыра, дом 167",,,,,,,,,,
800112000880,ИП «ҚЫРАН»,"Республика Казахстан, г. Астана, ул. Б.Момышулы, 19/1, 102",,,,,,,,,,
070740003913,"ТОО ""СтальЦинк""","Республика Казахстан, 010000, г. Астана, район Байконур, ж.м. Өндіріс, ул. Аксай здание 9, НП 10",,,,,,,,,,
200240030941,ТОО «M-DAT»,"Республика Казахстан, г. Нур-Султан, район Байконур, ул.85, здание 9А.",,,,,,,,,,
110340006636,"ТОО ""Флагман Казахстан""","010000 Казахстан, город Астана, район Есиль, улица Керей, Жәнібек хандар, дом 30, н.п. 2",,,,,,,,,,
130340017566,"ТОО ""ОргСинтез Казахстан""","100000,РК, Карагандинская область, город Караганда, район имени Казыбек Би, улица Лободы, дом 7А, кв. 55. Адрес пр-ва: Акмолинская обл, Целиноградский р-н, с.о. Ракымжана Кошкарбаева",,,,,,,,,,
621027401787,"ИП ""Столичное ателье ""Lion""","Республика Казахстан, город Астана, район Есиль,пр. Қабанбай Батыр, дом 11, н.п.24",,,,,,,,,,
130740016522,"ТОО ""ЖанаМедФарм""","Республика Казахстан, город Петропавловск, улица Ишимская, здание 26",,,,,,,,,,
840605400387,"ИП ""Реалмебель""","Казахстан, г. Астана , Абая, 8, 193",,,,,,,,,,
101040006291,ТОО «ТехноСкаут»,"Республика Казахстан г. Актобе, р-н Астана, Квартал Промзона,     Индустриальная зона «Актобе», участок 679 Б",,,,,,,,,,
200140026563,"ТОО ""КазТермоГрупп""","Республика Казахстан, Актюбинская область, Мугалжарский район, город Кандыагаш, улица Промзона, здание 34К",,,,,,,,,,
061140007826,"Товарищество с ограниченной ответственностью ""ВИЛЬСОН КАЗАХСТАН""","Казахстан, город Алматы, район Алатауский, Микрорайон Самгау, улица Ырысты, дом 15",,,,,,,,,,
010940005887,"ТОО ""ENDEAVOUR""","г. Алматы, ул. Черноморская, 38, Республика Казахстан",,,,,,,,,,
180640017080,ТОО «KUVERTTechnology»,"г. Алматы, ул. Бродского 37 Б; Адрес производства: г. Алматы, ул. Красногорская, №63",,,,,,,,,,
190440006052,"Товарищество с ограниченной ответственностью ""KAITECH""","Республика Казахстан, город Алматы, Бостандыкский район, улица Байзакова, дом 280, н.п. 3, почтовый индекс 050040",,,,,,,,,,
040440001336,"ТОО ""Казавтостекло""","Республика Казахстан,050018,  пр. Суюнбая, дом 157 Е",,,,,,,,,,
590102451333,ИП Карагулина Л.А.,"Республика Казахстан, Костанайскя область, г. Рудный, ул. Топоркова 7б.",,,,,,,,,,
620115303742,"ИП ""Кала-Нан""",Республика Казахстан Северо-Казахстанская область город Петропавловск улица Г. Мусрепова 34 В,,,,,,,,,,
990740000277,ТОО «КАЛИ»,"Республика Казахстан, город Алматы, Жетысуйский район, улица Омарова дом 45",,,,,,,,,,
070240009101,"Товарищество с ограниченной ответственностью ""Аяла Дар""","Казахстан, город Алматы, Алатауский район, улица Тимофеева, дом 12, почтовый индекс 050061",,,,,,,,,,
160440022968,ТОО PLAST SERVISE PLUS,"проспект Сүйінбай, 222 А",,,,,,,,,,
200740026238,ТОО «ALMATY TURMYSTYQ TEHNIKA ZAVODY,"Республика Казахстан, Алматинская область, Карасайский район, Елтайский сельский округ, село Жармухамбет, Учетный квартал 034, строение 573",,,,,,,,,,
051040014457,"ТОО ""ИндерГипс""","Юрид.адрес: РК, ЗКО, г. Уральск, ул. Исатай-Махамбет, стр.84 Адрес производства: Атырауская обл., Индерский р-н, пос.Индерборский, Участок промзона, дом 7",,,,,,,,,,
230340038906,"ТОО ""World of Concrete Astana""","Казахстан, город Астана, район Сарыарка, улица Көктал, здание 31/1, почтовый индекс 010000",,,,,,,,,,
110640016931,"Товарищество с ограниченной ответственностью ""KAZСтройМеталл""","111500, Республика Казахстан, Костанайская область, город Рудный, улица 40 лет Октября, дом 45",,,,,,,,,,
050640004396,ТОО Корпорация Связь,"РК, Г. Алматы, ул. Минусинская,20/8",,,,,,,,,,
201240015396,ТОО «New Castle Rock»,"Республика Казахстан, 120300, Кызылординская обл., Жанакорганский р-он, пос. Жанакорган, проспект Амангельди Иманов, дом 126 В",,,,,,,,,,
151240005063,ТОО «Organic Foods»,"Юр. Адрес: г. Алматы, Алмалинский р-он, пр-кт Жибек Жолы, дом 124, кв.26, РК; Факт. адрес: с.Бирлик, ул. Б.Майлина, участок 7609, Талгарский р-он, Алматинская обл., РК.",,,,,,,,,,
060840004180,"ТОО «Специальное конструкторско-
технологическое бюро «ГРАНИТ»","Республика Казахстан, 050060, город Алматы, Бостандыкский район, улица Хусаинова, дом 292, корпус 1",,,,,,,,,,
021140004963,"ТОО ""Жан-Арай""","Республика Казахстан, г. Кызылорда, мкр. Саяхат, ул. Саяхат-35, дом 1",,,,,,,,,,
130840017693,ТОО «Гидро-Сервис KZ»,"100000, Республика Казахстан, г. Караганда, пр. Бухар Жырау, строение 1Б",,,,,,,,,,
000540001213,ТОО «Алакөл-Көмір»,"Юр.адрес: РК, Жетісу обл., Алакольский р-н, Бескольский с.о., ст.Бесколь, ул.Амангелді, здание 1А; Адрес пром.: 1) г.Ушарал, уч.кв. 005, уч.2; 2) г.Ушарал, уч.кв. 005, уч.77
",,,,,,,,,,
200240015165,ТОО «Тайынша майы»,"Республика Казахстан, Северо-Казахстанская область, Тайыншинский район, г.Тайынша, Микрорайон Северный, 7 «Б»",,,,,,,,,,
210440019226,ТОО «Q-Space»,"Казахстан, город Алматы, Медеуский район, Микрорайон Алатау, улица Ибрагимова, дом 9, почтовый индекс 050032",,,,,,,,,,
840906350046,ИП Жиенбаев Б.А.,"мкр.Северный дом,119, с.Заречное, Костанайская область Костанайский район, Республика Казахстан",,,,,,,,,,
020940003179,"ТОО ""Лезарт""",г.Алматы ул. Жандосова 24,,,,,,,,,,
690727300272,ИП Владимир Валерьевич Войтас,"Республика Казахстан,ВКО,г.Усть-Каменогорск, ул Грибоедова , дом № 2",,,,,,,,,,
190740032139,ТОО «QAZ Geoqyzmet»,"Республика Казахстан, Карагандинский область, г. Караганда, район имени Казыбек Би, ул. Крылова, дом 48, кв.25",,,,,,,,,,
980140003862,"ТОО ""ДОС""","Республика Казахстан, г. Шымкент, Аль-Фарабийский район, улица Толеген Айбергенов, дом 1А, н.п. 102",,,,,,,,,,
211140031287,"Товарищество с ограниченной ответственностью ""PMP Group Stroy""","Казахстан, город Алматы, Алатауский район, улица Немировича-Данченко, здание 18",,,,,,,,,,
070740004496,ТОО «NAO-Energy»,"Республика Казахстан, Атырауская область, г.Атырау, пр.Студенческая, д.52 Адрес производ: ЗКО, г.Уральск, ул Чингирлауская, стр.7/4",,,,,,,,,,
140340002986,"Товарищество с ограниченной ответственностью ""Компания LETS""","Республика Казахстан, г. Алматы, Медеуский район, ул. Фонвизина, дом №17",,,,,,,,,,
041240006530,"ТОО ""КазКом-С""","Республика Казахстан, Атырауская область, г.Атырау, ул.Зейноллы Кабдолова, строение 54А",,,,,,,,,,
160540023018,"Товарищество с ограниченной ответственностью ""SKYCOMP LTD""","Республика Казахстан, город Костанай, улица Победы 70, офис 216",,,,,,,,,,
150840015145,"ТОО ""МАЛУ"" Республика Казахстан
","г.Караганда, ул.Гоголя, строение 2/1",,,,,,,,,,
920728401034,"ИП ""Айару""","Туркестанская область, город Туркестан, 161200, улица Мынбасова 8",,,,,,,,,,
020340002585,"ТОО ""Заман-Актау-К""","Казахстан, Мангистауская область, город Актау, Микрорайон 29 А, здание 70, почтовый индекс 130000",,,,,,,,,,
110640010080,ТОО «АТА-И-АСompanу»,"Республика Казахстан, 141200, Павлодарская область, город Экибастуз,  ул. Мәшһүр Жүсіп, 90 А оф. 9",,,,,,,,,,
070540013349,"ТОО ""Танжер-1""","Казахстан, город Астана, район Алматы, улица Бұйрат, здание 24",,,,,,,,,,
060440015558,"ТОО ""КИМА-Құрылыс""","г.Нур-Султан, проспект Женис,д.34,кв. 21",,,,,,,,,,
101040000419,ТОО «КЗТА-Казахстанский Завод Трубопроводной Арматуры»,"РК, Алматинская обл, Карасайский район, Шамалганский с/о, село Шамалган, ул. Амангелді, дом 2",,,,,,,,,,
440204400551,"ИП ""Абылкасимова З.К.""","г. Алматы, Турксибский р-н, пр. Суюнбая, 633, Республика Казахстан",,,,,,,,,,
980940003108,"AO ""Central Asia Cement""","101408, Республика Казахстан, Карагандинская область, город Темиртау, поселок Актау, учетный квартал № 114, строение 46.",,,,,,,,,,
100140015051,"ТОО ""Техгазсервис-Тау""","г. Алматы, ул. Муратбаева д. 89, кв. 107",,,,,,,,,,
221240036769,"ТОО ""Maximum LTD""","Республика Казахстан, Восточно-Казахстанская область, г. Усть-Каменогорск, ул. Зайсанская, 76",,,,,,,,,,
950140001058,"ТОО ""Шымкентское учебно-производственное предприятие общественного объединения"" Казахское общество слепых""","РК, г. Шымкент, ул. Г. Орманова, 46А",,,,,,,,,,
140640026002,ТОО «Shymdveri kz»,"Республика Казахстан, г. Шымкент, Абайский район, Жилой массив Кайнарбулак,  здание 59",,,,,,,,,,
050940003729,"ТОО ""ВостокЭнергоИндустрия""",РК ВКО г.Риддер ул.Безголосова 9,,,,,,,,,,
760624301404,"ИП ""IT-COM""","РК, Жамбылская обл., г. Тараз, ул. Микрорайон Талас (6), д. 25, кв. 85",,,,,,,,,,
170340032844,"Товарищество с ограниченной ответственностью ""Green TAL""","010000, город Астана, район Сарыарка, ул. Бердібек Соқпақбаев, д. 21, кв. 2",,,,,,,,,,
220340026158,ТОО «Asiafilter Inc»,"Республика Казахстан, город Астана, район Есиль, улица А.Бокейхана, дом 46, кв. 10
",,,,,,,,,,
170540009936,Товарищество с ограниченной ответственностью «EA group Corporation»,"Казахстан, город Астана, район Есиль, улица Е 656,  дом 6",,,,,,,,,,
920240001363,"Товарищество с Ограниченной Ответственностью ""KEREGETAS SERVICE""","Казахстан, город Алматы, Алмалинский район, улица КАЗЫБЕК БИ, дом 65, почтовый индекс 050000",,,,,,,,,,
050840005256,ТОО «ART-Construction Company»,"Казахстан, Алматинская область, Талгарский р/н, Бескайнарский с.о., село Бескайнар, Садоводческое товарищество Садовод востока, дом 1",,,,,,,,,,
100640001074,"ТОО ""Эталон Люкс""","РК, Атырауская обл., район Жылыойский, г. Кульсары, ул. Ы.Алтынсарин, здание 26",,,,,,,,,,
680130350559,ИП «Жуваков»,"110000, РК, г. Костанай, улица Карбышева, 50",,,,,,,,,,
150740008248,ТОО «ТехИнжСтрой»,"Юрид. адрес: РК, Атырауская обл., Курмсангазинский район, сельский округ Акколь, село Акколь, улица Рахымжан Қошқарбаев, дом 2.",,,,,,,,,,
200240037463,"Товарищество с ограниченной ответственностью ""EcoLive""","Республика Казахстан, Павлодарская область, город Павлодар, улица Сахалинская, дом 57, кв. 1",,,,,,,,,,
180240014646,"ТОО ""Северный Поток-СК""","СКО, г.Петропавловск, ул.Ахременко, 34А",,,,,,,,,,
000640004658,ТОО компания «Стирол»,"Республика Казахстан, 140004, Павлодарская область, город Павлодар, улица Алмы, 5",,,,,,,,,,
190640012309,"ТОО ""ФЕСТО-РК""","Республика Казахстан, г. Алматы, ул. Кунаева, 15/1, н.п. 172",,,,,,,,,,
190840013849,ТОО «KAZ NORTH GROUP»,"Костанайская область,  город Рудный,  ул.И.Франко, дом 11А, почтовый индекс 111500, Республика Казахстан",,,,,,,,,,
221040003824,ТОО «Profi Color (Профи Колор)»,"Казахстан, Алматинская область, Илийский район, Байсеркенский сельский округ, село Байсерке, улица Сұлтан Бейбарыс, строение 18",,,,,,,,,,
081040015827,"ТОО ""Северный Ресурс""","Северо-Казахстанская область, г.Петропавловск, ул. Нурсултана Назарбаева 69 ""А"", офис №206",,,,,,,,,,
150440009205,"ТОО ""СК ПЕТРОЛЕУМ КОМПАНИ""","Республика Казахстан, Северо Казахстнаская область, город Петропавловск, улица Конституции Казахстана дом 74",,,,,,,,,,
190240038318,ТОО «KMM TAS»,"Восточно-Казахстанская область, город Усть-Каменогорск, улица Красина, дом 14Б, кв. 60, Республика Казахстан",,,,,,,,,,
000540004654,"ТОО ""Фирма ""А-Профиль""","г.Алматы, Турксибский район, ул.Красногвардейский тракт, дом 481 ""В"", Республика Казахстан",,,,,,,,,,
070540002551,ТОО Азотный завод,"ЗКО, г.Уральск ул.Азербайджанская 48",,,,,,,,,,
180340030542,ТОО «AliMir group»,"Республика Казахстан, Павлодарская область, г. Павлодар, ул. Ломова, здание 162/1, почтовый индекс 140000",,,,,,,,,,
140540012960,ТОО «Батыс-НЫК»,"РК, ЗКО, Акжаикский район, село Чапаев, Трасса Чапаево-Жалпактал 1 км, строение 2",,,,,,,,,,
061140013335,"ТОО BARIT-GROUP Республика Казахстан
","Улытауская область, город Каражал,
улица Казыбек Бия, строение 37",,,,,,,,,,
161240017907,"ТОО ""Магистраль СК""","РК, СКО, Аккайынский район, Смирновский сельский округ, село Смирново, улица Желтоқсан, дом 93",,,,,,,,,,
140740028449,"ТОО ""Ет-Бастау""","Республика Казахстан, Павлодарская обл., р-н Тереңқөл, c. Теренколь, ул. Учетный квартал 181, строение 8",,,,,,,,,,
200140032607,ТОО «LOUIS BETON KZ»,"Республика Казахстан, N02G8X7, Кызылординская область, город Кызылорда, улица Скатков Фима, дом 111",,,,,,,,,,
931240000022,"ТОО ""Шымкентцемент""","Республика Казахстан, г. Шымкент, 
ул. Койкелды батыра, 22",,,,,,,,,,
190640028523,ТОО «Прима Кус»,"Республика Казахстан, Алматинская область, Уйгурский район, Шонжынский сельский округ, село Шонжы, улица Ашим Арзиев, дом 107, 041800",,,,,,,,,,
080340019233,"ТОО ""CASPIY & DiFa""","РК, Мангистауская область, Тупкараганский район, сельский округ АКШУКУР, село Акшукур, улица Баланжан Кожашева, дом 122, почтовый индекс 130501",,,,,,,,,,
970240004535,ТОО “Бухтарминская цементная компания”,"070818, Республика Казахстан, Восточно-Казахстанская область,                р-он Алтай, п. Октябрьский, ул. Шоссейная, здание 4/1",,,,,,,,,,
181140025383,Dzhazyk company,"РК Мангистауская область г.Жанаозен мкр ""Шанырак дом 44 кв 1""",,,,,,,,,,
050640008675,"ТОО ""КазТасПром""","Алматинская область,  г.Капшагай, 5 м-он, д.33 оф 19",,,,,,,,,,
751019450361,"ИП ""STULSHOP"" Республика Казахстан
","Карагандинская область, город Шахтинск
ул. Пархоменко 18А",,,,,,,,,,
920720300204,"ИП ""Dostyk Millenium""","город Алматы, Северное кольцо, 50",,,,,,,,,,
131240006292,ТОО «Prealux DSS» (Преалюкс ДСС),"Республика Казахстан, г.Алматы, Алатауский район, мкрн.Самгау, ул.Аршалы, дом 58Д",,,,,,,,,,
710110402079,ИП Алиева К.Ж.,"Республика Казахстан, Павлодарская область, г. Павлодар, ул. Ткачёва, дом 11, квартира 134, почтовый индекс 140000",,,,,,,,,,
190940005921,"ТОО ""Аксу Technology""
","Республика Казахстан, Акмолинская область, город Степногорск, микрорайон 5, здание 6
",,,,,,,,,,
100740010161,ТОО Армас-МК,"Казахстан, Акмолинская область, Аршалынский район, сельский округ Жибек жолы, село Жибек жолы, улица Игилик, дом 14, почтовый индекс 010000",,,,,,,,,,
860301350516,ИП Смагулов М.Ж.,"Республика Казахстан, Павлодарская область, г. Павлодар, ул. Кабдеша Нуркина 104/13, почтовый индекс 140007",,,,,,,,,,
180640036493,"ТОО ""SHYMKENT QAGAZY (ШЫМКЕНТ ҚАҒАЗЫ)""","Республика Казахстан, город Шымкент, Енбекшинский район, квартал № 264, здание 585",,,,,,,,,,
070340007654,"ТОО ""ТК Интеграл""","040000  Республика Казахстан Жетісу обл. г. Талдыкорган, ул. Медеу 7",,,,,,,,,,
070740011052,"ТОО ""Дархан-МНМ""","Республика Казахстан, Алматинская область, Илийский район, село Отеген батыр, улица Жеруыйк, строение 2 Д",,,,,,,,,,
110540010057,ТОО «Drive Industry»,"100012, г. Караганда, ул. Пригородная,3/2",,,,,,,,,,
111040005808,ТОО «Stark Alpha» (Старк Альфа),"город Алматы, Медеуский район, ул. Гурилева 110А",,,,,,,,,,
030240001298,ТОО «Алматинский завод Электрощит»,"г. Алматы, Алатауский район, улица Сокпакбаева, дом 71, Республика Казахстан.",,,,,,,,,,
161240010672,"ТОО ""FRANCE PLAST ERA (ФРАНЦ ПЛАСТ ЭРА)""","Казахстан, г. Алматы, Турксибский район, Проспект Сүйінбай, дом 481/6",,,,,,,,,,
110340001437,ТОО «ЭКСПРИМ»,"Республика Казахстан, Алматинская область, Илийский район, пос.Боралдай, ул.Северная, строение 13Б",,,,,,,,,,
100740004781,"ТОО ""Шымкентуглегаз Юг""","Республика Казахстан, г. Шымкент, Енбекшинский район, ул. Капал Батыра, зона Онтустик индустриялды, здание 102",,,,,,,,,,
100340010246,ТОО «F. K. Kunststoffe»,"Республика Казахстан, 010000, город Астана, улица Текелі, 3/1",,,,,,,,,,
110240019694,ТОО «SoftNet»,"Республика Казахстан, город Астана, район Есиль, Жилой массив Шұбар, улица Караоткель, строение 1, почтовый индекс 010000.",,,,,,,,,,
090740016423,"ТОО ""KLIMALIK""(КЛИМАЛЫК)","Республика Казахстан, г.Алматы, Жетысуский район, ул.Репина, дом 12/58",,,,,,,,,,
060640003234,"ТОО ""СтройКам""","100019, г. Караганда, пер. Бульварный 61/2",,,,,,,,,,
190540002932,ТОО «Мега Тас Плюс»,"Казахстан, город Алматы, Турксибский район, Микрорайон Нуршашкан, улица Новостройка, дом 424/4",,,,,,,,,,
700312301398,КХ «Питомник Жасыл Тал»,Крестьянское хозяйство  «Питомник Жасыл Тал»,,,,,,,,,,
140441012114,"Almaty филиал ТОО ""АКВАСЕРВИС""","Казахстан, г. Алматы, Жетысуский р/н, Пр. Суюнбая, дом 53, почтовый индекс 050052",,,,,,,,,,
160540009449,ТОО «NF KZ»,"Алматинская область, Талгарский район, город Талгар, улица Карасай батыр, здание 2/1, Республика Казахстан.",,,,,,,,,,
170240003262,ТОО Aqua Luxe,"г. Актобе, ул. Бр.Жубановых, 289-123",,,,,,,,,,
150740017049,ТОО «Қызылорда Құрылыс Құрылымдары»,"Республика Казахстан, 120014, 
г. Кызылорда, микрорайон Саулет, 
ул. Бодаша Уалиева, дом 11",,,,,,,,,,
100240020418,ТОО «Семейское учебно-производственное предприятие общественного объединения «Казахское общество слепых»,"Казахстан;  Область Абай, 071404  город  Семей, улица Шоже Каржаубайулы, 320",,,,,,,,,,
120840013341,"ТОО ""Опытно-механический завод"" ТАУ""","Республика Казахстан, г. Алматы, мкр.Шанырак1, ул. Бирлик д. 9
Адрес  фактического  местонахождения производства:   г. Тараз,  переулок    Кошеней, 16.  ",,,,,,,,,,
690622450046,"Индивидуальный предприниматель ""Орымбаева Заура Токтамысовна""","Акмолинская область, город Астана, улица Сарыарка,дом 3, квартира 82",,,,,,,,,,
151040006010,"ТОО ""Теплотехник-НС""","РК, г. Астана, район Байконур, улица 191, здание 61",,,,,,,,,,
080140007966,"ТОО ""Sat Stroy Invest""","РК, Карагандинская область, город Караганда, район имени Казыбек Би, Проспект Бухар Жырау, строение 84/1",,,,,,,,,,
240440016584,"Общественное объединение ""Общество инвалидов ""Tileu Group""","Казахстан, город Шымкент, Абайский район, Микрорайон Северо-Запад, улица Талас, дом 115, почтовый индекс 160000",,,,,,,,,,
140840004653,"Товарищество с Ограниченной Ответственностью ""RDQ GROUP""","Республика Казахстан, г.Астана, район Есиль, ул.Керей, Жәнібек хандар 18, н.п.1,  Индекс 010000",,,,,,,,,,
050940015514,"TOO ""PRIO""","г Алматы , ул Исаева 159 офис 1",,,,,,,,,,
561202301807,"ИП МАХАНОВ МАХАНБЕТГАЛИ ОРЫНБЕКОВИЧ,","Республика Казахстан, г. Шымкент, 
р-н Каратау, ПК Боз-Арык, уч. 1213/1. Юр.адрес: Республика Казахстан, г. Шымкент, р-н Туран, мкр. 8, д. 11, кв. 19.",,,,,,,,,,
220640900422,Частная компания Taharqa Technologies Ltd.,"Казахстан, город Астана, район Есиль, улица Достық, дом 5, 199",,,,,,,,,,
111040003861,"Товарищество с ограниченной ответственностью ""Астана Жиһаз Фабрикасы""","г, Астана, район Алматы, ул. А 194, здание 3, Республика Казахстан",,,,,,,,,,
230640035152,Общественное объединение «Общество инвалидов «Dauir»,"Казахстан, 010000, г. Астана, район Алматы, Проспект Тәуелсіздік, дом 34/1, кв. 288",,,,,,,,,,
051040002047,"ТОО ""Швейная фабрика ""Гаухар"",","Республика Казахстан, г. Шымкент, мкр. Самал 1, дом участок 1519",,,,,,,,,,
220940043030,ТОО «СП IT Service Kazakhstan»,"РК, ЗКО,г.Уральск, проспект Абулхаир хана, дом 177/1, офис 28",,,,,,,,,,
200640013044,"ТОО ""MFA International (МФА Интернэйшнл)""","Казахстан, город Астана, район Алматы, Проспект Әл-Фараби, здание 97/6, почтовый индекс 010000",,,,,,,,,,
090540019024,"ТОО ""ТК Фарм Актобе""","030000, ОБЛАСТЬ АКТЮБИНСКАЯ, ГОРОД АКТОБЕ, УЛ. ГЕРЦЕНА, д. 19А",,,,,,,,,,
050640010839,ТОО «Специализированное производственное монтажно-наладочное управление»,"г. Актау, 6 «А» мкр., ст. Меловая, уч. № 19  Тел./Факс: 60 50 85; 60 57 66 вн.115",,,,,,,,,,
200240008658,ТОО «Шынғыс МК»,"Республика Казахстан, город Астана, район Сарыарка, проспект Абая, здание 13",,,,,,,,,,
140840018396,ТОО «Солютон»,"Казахстан, город Алматы, Наурызбайский район, Микрорайон Булакты, дом 71/2",,,,,,,,,,
220540014875,"ТОО ""3i Materials""(3ай Матириалз)""","Казахстан, город Астана, район Есиль, Переулок 218, дом 3",,,,,,,,,,
670728400307,ИП Абасова Гульнара Шафадиновна,"Республика Казахстан, Алматинская область, Енбекшиказахский район, с.Коктобе, ул.Нурманбетова, 15",,,,,,,,,,
020840001169,ТОО «Росс Прокат»,"г. Алматы, Турксибский район, ул. Спасская, дом 74 Г Республика Казахстан.",,,,,,,,,,
120740005941,"ТОО ""Альянс Трейд LTD""","РК, г.Астана, ул. Петрова 23",,,,,,,,,,
140340010184,"Товарищество с ограниченной ответственностью ""Актобе Кристалл Суы""","Казахстан, Актюбинская область, город Актобе, район Астана, Проспект Санкибай Батыра, здание 22К, офис503, почтовый индекс 030000",,,,,,,,,,
180340030166,"Товарищество с ограниченной ответственностью ""Учебно-производственное предприятие инвалидов КАЙНАР""","Актюбинская область, г.Актобе, АМАНГЕЛЬДЫ ИМАНОВА, 176",,,,,,,,,,
