Код РПП,Наименование РПП,Номер сертификата происхождения,Номер бланка,Год выдачи,Цель получения сертификата,Категория,ИИН/ БИН производителя,Наименование производителя,Адрес производителя,Наименование товара,Код ТН ВЭД,Код КП ВЭД,Количество товара,Единица измерения,Код единицы измерения,Критерий происхождения,ДВЦ,ИИН/БИН получателя,Наименование получателя,Адрес получателя,Дата окончания действия сертификата,Статус сертификата,Дата выдачи
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0028А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,70,шт,796,Д8421,"72,61",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0028А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"78,97",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0029А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"72,61",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0029-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,60,шт,796,Д8421,"79,13",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0030А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,15,шт,796,Д8421,"78,94",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0030А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,15,шт,796,Д8421,"88,76",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0031А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"76,15",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0032А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,60,шт,796,Д8421,"73,92",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0032А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,70,шт,796,Д8421,"69,8",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0033А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"77,09",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0033А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"89,28",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0034А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"76,52",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0035А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,40,шт,796,Д8421,"90,62",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0035А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,40,шт,796,Д8421,"85,77",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0036А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,45,шт,796,Д8421,"77,09",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0036А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,45,шт,796,Д8421,"80,32",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0037А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,65,шт,796,Д8421,"76,24",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0037А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,65,шт,796,Д8421,"85,76",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0038А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,240,шт,796,Д8421,"75,31",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-00038-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"87,75",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0039А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,30,шт,796,Д8421,"72,33",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0039А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,30,шт,796,Д8421,"76,46",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0040А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,30,шт,796,Д8421,"72,06",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0040А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,30,шт,796,Д8421,"80,63",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0041А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,30,шт,796,Д8421,"78,49",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0041А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"83,87",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0042А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,115,шт,796,Д8421,"76,56",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0042А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,115,шт,796,Д8421,"82,23",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0043А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,25,шт,796,Д8421,"85,89",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0044А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,60,шт,796,Д8421,"75,47",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0044А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,60,шт,796,Д8421,"78,3",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0045А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,60,шт,796,Д8421,"77,47",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0045А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,65,шт,796,Д8421,"74,83",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0046А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,65,шт,796,Д8421,"73,46",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0046А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"80,2",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0046A/1 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,50,шт,796,Д8421,"72,04",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0046A/1-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,15,шт,796,Д8421,"78,65",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0047А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,10,шт,796,Д8421,"79,31",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0047А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"87,79",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0048А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"74,47",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0049А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"77,51",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0049А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"86,61",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0049А/1 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,15,шт,796,Д8421,"81,48",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0050А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,25,шт,796,Д8421,"80,42",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0051А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,100,шт,796,Д8421,"76,35",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0052А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,15,шт,796,Д8421,"71,79",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0052А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"76,12",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0053А СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,20,шт,796,Д8421,"69,16",-,-,-,27.03.2026,Действующий,27.03.2025
120,Палата предпринимателей области Ұлытау,KZ 5 120 00012,2310478.0,2025,Для подтверждения страны происхождения товара и доли внутристрановой ценности,на серийное производство товара,110440012951,"ТОО ""Казтехфильтр""","200000, РК, обл. Ұлытау, г. Жезказган, ул. Желтоксан, 19",Фильтр воздушный двигателя внутреннего сгорания KTF-0053А-01 СТ 110440012951-ТОО-01-2024 Фильтры и фильтрующие элементы двигателя внутреннего сгорания,8421990006,28.29.82,10,шт,796,Д8421,"80,04",-,-,-,27.03.2026,Действующий,27.03.2025
